timestamp,open,high,low,close,volume
2024-01-19T12:30,166.4626,167.8758,165.8178,167.2281,95178
2024-01-19T13:30,167.2281,169.9383,164.4447,167.1537,92888
2024-01-19T14:30,167.1537,168.1965,165.7166,166.757,180475
2024-01-19T15:30,166.757,167.1239,164.052,164.4138,185980
2024-01-19T16:00,164.4138,168.0233,163.2334,166.8256,240747
2024-01-22T10:30,166.8256,167.6866,166.0069,166.8677,134695
2024-01-22T11:30,166.8677,167.7272,166.3669,167.2253,122112
2024-01-22T12:30,167.2253,167.3202,166.5126,166.6072,141602
2024-01-22T13:30,166.6072,170.3439,165.5761,169.2961,204537
2024-01-22T14:30,169.2961,169.4246,165.9222,166.0482,139013
2024-01-22T15:30,166.0482,167.059,165.5312,166.5404,170873
2024-01-22T16:00,166.5404,167.0312,165.2578,165.7463,222595
2024-01-23T10:30,165.7463,166.9404,165.172,166.364,150263
2024-01-23T11:30,166.364,167.5794,165.6879,166.9011,140456
2024-01-23T12:30,166.9011,167.3685,165.0843,165.548,144649
2024-01-23T13:30,165.548,166.604,165.5307,166.5866,123571
2024-01-23T14:30,166.5866,169.2531,166.0938,168.7539,137588
2024-01-23T15:30,168.7539,168.9376,168.255,168.4383,236903
2024-01-23T16:00,168.4383,170.5508,167.7532,169.8599,249466
2024-01-24T10:30,169.8599,170.5004,169.2807,169.9211,111043
2024-01-24T11:30,169.9211,170.6093,169.8105,170.4983,122945
2024-01-24T12:30,170.4983,172.2436,169.8008,171.5418,202469
2024-01-24T13:30,171.5418,172.5833,168.8191,169.8502,160295
2024-01-24T14:30,169.8502,171.7602,169.3202,171.2259,140411
2024-01-24T15:30,171.2259,171.9988,170.4577,171.2306,183443
2024-01-24T16:00,171.2306,172.0654,169.2712,170.1005,173502
2024-01-25T10:30,170.1005,170.3739,168.4563,168.7274,133049
2024-01-25T11:30,168.7274,169.4211,167.1143,167.8041,127537
2024-01-25T12:30,167.8041,168.6674,167.3788,168.2409,106669
2024-01-25T13:30,168.2409,169.8782,167.0228,168.6571,84404
2024-01-25T14:30,168.6571,168.8371,167.2961,167.4748,129699
2024-01-25T15:30,167.4748,170.7185,166.7566,169.9895,172944
2024-01-25T16:00,169.9895,170.8416,169.1306,169.9827,179168
2024-01-26T10:30,169.9827,170.2569,169.2446,169.5181,97581
2024-01-26T11:30,169.5181,171.7325,168.219,170.4264,116781
2024-01-26T12:30,170.4264,171.7286,169.8383,171.138,108547
2024-01-26T13:30,171.138,171.5585,171.1273,171.5477,122966
2024-01-26T14:30,171.5477,171.5687,170.2314,170.2523,135909
2024-01-26T15:30,170.2523,173.5955,169.4357,172.7668,308355
2024-01-26T16:00,172.7668,173.5203,170.724,171.4719,188442
2024-01-29T10:30,171.4719,176.0029,170.7789,175.2945,97276
2024-01-29T11:30,175.2945,177.156,172.4224,174.2731,105219
2024-01-29T12:30,174.2731,174.4041,172.851,172.981,130703
2024-01-29T13:30,172.981,177.1213,172.159,176.2835,103883
2024-01-29T14:30,176.2835,176.7171,174.3033,174.7331,86265
2024-01-29T15:30,174.7331,179.0391,173.7026,177.9894,160078
2024-01-29T16:00,177.9894,179.1943,173.8079,174.9924,174918
2024-01-30T10:30,174.9924,178.6112,173.5974,177.1986,103301
2024-01-30T11:30,177.1986,177.2761,177.1569,177.2344,107229
2024-01-30T12:30,177.2344,179.3207,176.2884,178.3686,115803
2024-01-30T13:30,178.3686,179.0695,177.9098,178.61,143365
2024-01-30T14:30,178.61,179.9801,175.2841,176.6391,165159
2024-01-30T15:30,176.6391,177.917,175.978,177.2536,265269
2024-01-30T16:00,177.2536,178.5319,176.2084,177.4854,183064
2024-01-31T10:30,177.4854,182.7985,175.9277,181.2081,112758
2024-01-31T11:30,181.2081,183.5952,180.6233,183.0046,168957
2024-01-31T12:30,183.0046,183.6324,180.6527,181.2745,156350
2024-01-31T13:30,181.2745,182.3469,177.087,178.1409,72073
2024-01-31T14:30,178.1409,178.78,177.0508,177.6883,174701
2024-01-31T15:30,177.6883,179.2949,176.2414,177.8467,127476
2024-01-31T16:00,177.8467,177.8961,174.8206,174.8691,198139
2024-02-01T10:30,174.8691,176.6768,173.0309,174.8382,117355
2024-02-01T11:30,174.8382,175.4236,172.0203,172.5982,131517
2024-02-01T12:30,172.5982,173.0417,170.5698,171.0092,92082
2024-02-01T13:30,171.0092,171.8259,170.1114,170.9277,93790
2024-02-01T14:30,170.9277,172.2727,170.4745,171.8172,98422
2024-02-01T15:30,171.8172,172.7066,170.7706,171.6592,156733
2024-02-01T16:00,171.6592,173.3455,167.9741,169.6406,181593
2024-02-02T10:30,169.6406,169.8221,168.3027,168.483,116677
2024-02-02T11:30,168.483,169.0004,167.62,168.1363,145019
2024-02-02T12:30,168.1363,168.6204,166.7902,167.2718,112025
2024-02-02T13:30,167.2718,168.5391,162.2513,163.4899,168883
2024-02-02T14:30,163.4899,166.4334,163.2863,166.2264,138605
2024-02-02T15:30,166.2264,169.3369,163.6674,166.7696,238138
2024-02-02T16:00,166.7696,167.5664,165.7855,166.5814,120463
2024-02-05T10:30,166.5814,167.577,165.9514,166.9457,84093
2024-02-05T11:30,166.9457,167.8485,164.9975,165.8946,182961
2024-02-05T12:30,165.8946,167.3955,165.888,167.3888,173725
2024-02-05T13:30,167.3888,168.265,166.668,167.5435,175611
2024-02-05T14:30,167.5435,169.3478,166.6746,168.4741,114423
2024-02-05T15:30,168.4741,169.6389,165.8756,167.0304,226898
2024-02-05T16:00,167.0304,171.4666,165.8624,170.2759,207203
2024-02-06T10:30,170.2759,170.6906,168.7849,169.197,103481
2024-02-06T11:30,169.197,169.238,167.7259,167.7666,97490
2024-02-06T12:30,167.7666,168.2884,167.7244,168.2462,113041
2024-02-06T13:30,168.2462,168.7314,166.2703,166.7512,144942
2024-02-06T14:30,166.7512,168.4329,165.9361,167.6137,123017
2024-02-06T15:30,167.6137,170.313,166.2146,168.9032,206189
2024-02-06T16:00,168.9032,169.3851,167.3341,167.8129,148731
2024-02-07T10:30,167.8129,169.1785,163.4945,164.8359,121451
2024-02-07T11:30,164.8359,166.0368,164.0906,165.2894,140771
2024-02-07T12:30,165.2894,165.344,162.5364,162.5901,88653
2024-02-07T13:30,162.5901,162.6287,161.5197,161.558,96774
2024-02-07T14:30,161.558,162.3709,160.1522,160.9621,103883
2024-02-07T15:30,160.9621,163.2542,160.0529,162.3372,205492
2024-02-07T16:00,162.3372,166.7547,160.331,164.7191,147485
2024-02-08T10:30,164.7191,165.8654,164.5518,165.6972,131667
2024-02-08T11:30,165.6972,165.7689,164.6528,164.7241,115419
2024-02-08T12:30,164.7241,166.8961,164.5146,166.684,130567
2024-02-08T13:30,166.684,167.0904,165.619,166.0238,107700
2024-02-08T14:30,166.0238,167.0559,165.6743,166.705,129015
2024-02-08T15:30,166.705,170.9679,165.9789,170.2265,165910
2024-02-08T16:00,170.2265,172.661,169.8791,172.3094,108139
2024-02-09T10:30,172.3094,173.9212,169.0109,170.6067,109904
2024-02-09T11:30,170.6067,172.0943,169.1767,170.6637,130219
2024-02-09T12:30,170.6637,171.3715,169.6095,170.3158,69041
2024-02-09T13:30,170.3158,171.4012,169.6593,170.7431,82917
2024-02-09T14:30,170.7431,173.0255,170.4542,172.7331,108166
2024-02-09T15:30,172.7331,175.8296,170.772,173.8557,188372
2024-02-09T16:00,173.8557,174.7143,173.4564,174.3139,145546
2024-02-12T10:30,174.3139,176.5462,173.5678,175.7937,122166
2024-02-12T11:30,175.7937,176.2147,174.5632,174.9823,130439
2024-02-12T12:30,174.9823,177.2847,174.5361,176.8338,112170
2024-02-12T13:30,176.8338,177.2266,174.7486,175.1377,131870
2024-02-12T14:30,175.1377,177.3088,174.3302,176.495,149141
2024-02-12T15:30,176.495,179.3006,176.1301,178.9307,287768
2024-02-12T16:00,178.9307,180.0443,176.473,177.5782,115385
2024-02-13T10:30,177.5782,180.8717,176.9972,180.2818,118343
2024-02-13T11:30,180.2818,181.8319,179.2673,180.8144,221169
2024-02-13T12:30,180.8144,181.1744,180.7155,181.0753,143873
2024-02-13T13:30,181.0753,182.1794,180.8726,181.9757,98481
2024-02-13T14:30,181.9757,184.5839,180.2633,182.8631,167980
2024-02-13T15:30,182.8631,186.3027,182.3957,185.8277,140548
2024-02-13T16:00,185.8277,185.8795,185.5702,185.6219,236631
2024-02-14T10:30,185.6219,187.0415,181.1382,182.5342,115352
2024-02-14T11:30,182.5342,183.4579,180.864,181.7839,79342
2024-02-14T12:30,181.7839,183.3811,181.7172,183.3139,86921
2024-02-14T13:30,183.3139,183.6217,180.6785,180.9823,182134
2024-02-14T14:30,180.9823,182.3425,179.1833,180.5402,112849
2024-02-14T15:30,180.5402,182.9747,177.6473,180.0755,177573
2024-02-14T16:00,180.0755,180.7024,179.0616,179.6871,285772
2024-02-15T10:30,179.6871,181.9944,179.4455,181.7501,91000
2024-02-15T11:30,181.7501,186.5711,181.6963,186.5158,120418
2024-02-15T12:30,186.5158,186.7006,186.3141,186.4988,115746
2024-02-15T13:30,186.4988,187.0088,184.9527,185.4598,119021
2024-02-15T14:30,185.4598,186.1208,183.8249,184.4824,123235
2024-02-15T15:30,184.4824,185.8697,182.6562,184.0402,92778
2024-02-15T16:00,184.0402,187.2473,182.8936,186.0879,107190
2024-02-16T10:30,186.0879,186.4335,185.1347,185.4791,84403
2024-02-16T11:30,185.4791,186.5091,183.0475,184.0697,185965
2024-02-16T12:30,184.0697,187.0094,182.8994,185.8279,143726
2024-02-16T13:30,185.8279,186.3153,183.2872,183.7692,135617
2024-02-16T14:30,183.7692,184.4243,180.9169,181.5642,113002
2024-02-16T15:30,181.5642,182.2096,180.269,180.9121,201144
2024-02-16T16:00,180.9121,181.9607,179.2422,180.2873,137371
2024-02-20T10:30,180.2873,181.9664,179.7526,181.4283,111063
2024-02-20T11:30,181.4283,183.1871,180.2934,182.0483,151184
2024-02-20T12:30,182.0483,182.5241,181.2643,181.7393,155982
2024-02-20T13:30,181.7393,183.0191,179.2197,180.4908,81315
2024-02-20T14:30,180.4908,182.7779,179.3352,181.6151,186082
2024-02-20T15:30,181.6151,183.1556,176.3908,177.8998,189750
2024-02-20T16:00,177.8998,178.3845,177.2702,177.7545,198887
2024-02-21T10:30,177.7545,178.7351,176.7339,177.7143,123476
2024-02-21T11:30,177.7143,178.3319,177.3912,178.0083,118303
2024-02-21T12:30,178.0083,180.1109,176.4861,178.5838,85665
2024-02-21T13:30,178.5838,180.0968,178.4312,179.9431,114605
2024-02-21T14:30,179.9431,180.3161,179.6304,180.0033,104852
2024-02-21T15:30,180.0033,180.1795,178.4596,178.6345,140944
2024-02-21T16:00,178.6345,180.9194,177.1138,179.3922,232815
2024-02-22T10:30,179.3922,180.4998,179.1626,180.269,153417
2024-02-22T11:30,180.269,184.2538,179.3548,183.324,75737
2024-02-22T12:30,183.324,183.8967,180.4548,181.0203,120785
2024-02-22T13:30,181.0203,182.6475,180.3635,181.9871,125735
2024-02-22T14:30,181.9871,182.5436,180.0924,180.6447,84421
2024-02-22T15:30,180.6447,181.8656,177.8016,179.0115,141032
2024-02-22T16:00,179.0115,181.7936,178.1617,180.9347,347599
2024-02-23T10:30,180.9347,182.0248,180.7675,181.8568,96824
2024-02-23T11:30,181.8568,183.6895,181.3334,183.1623,123716
2024-02-23T12:30,183.1623,188.0304,183.0743,187.9401,159941
2024-02-23T13:30,187.9401,187.973,186.6185,186.6512,186828
2024-02-23T14:30,186.6512,188.3427,183.8313,185.5124,143226
2024-02-23T15:30,185.5124,186.099,183.9162,184.4996,229544
2024-02-23T16:00,184.4996,187.136,183.0511,185.6783,150080
2024-02-26T10:30,185.6783,185.7474,185.1781,185.247,140142
2024-02-26T11:30,185.247,186.8436,184.0102,185.6043,131965
2024-02-26T12:30,185.6043,187.2919,185.0848,186.7691,157226
2024-02-26T13:30,186.7691,188.7938,186.3403,188.3614,117913
2024-02-26T14:30,188.3614,188.766,184.8884,185.2864,126395
2024-02-26T15:30,185.2864,187.0044,184.1036,185.8181,137372
2024-02-26T16:00,185.8181,187.8507,185.7814,187.8136,213434
2024-02-27T10:30,187.8136,187.9229,187.7857,187.895,151723
2024-02-27T11:30,187.895,187.9853,186.866,186.9559,106903
2024-02-27T12:30,186.9559,187.2449,185.8855,186.1733,126852
2024-02-27T13:30,186.1733,187.3422,184.1484,185.3119,95951
2024-02-27T14:30,185.3119,185.7193,184.5869,184.9937,172299
2024-02-27T15:30,184.9937,186.3419,184.0392,185.3854,124159
2024-02-27T16:00,185.3854,186.736,184.5608,185.9091,183741
2024-02-28T10:30,185.9091,188.4147,185.4282,187.9287,170686
2024-02-28T11:30,187.9287,192.6768,187.5877,192.3278,107352
2024-02-28T12:30,192.3278,196.7142,190.8089,195.1728,105296
2024-02-28T13:30,195.1728,195.4478,194.1097,194.3836,85745
2024-02-28T14:30,194.3836,195.3595,191.6678,192.6349,99041
2024-02-28T15:30,192.6349,192.8605,192.3715,192.597,265225
2024-02-28T16:00,192.597,193.5449,189.7738,190.7124,170623
2024-02-29T10:30,190.7124,191.3559,190.0034,190.6467,90632
2024-02-29T11:30,190.6467,191.5651,190.488,191.4058,135721
2024-02-29T12:30,191.4058,194.3459,189.056,191.9889,102315
2024-02-29T13:30,191.9889,192.5871,190.4057,191.0008,104441
2024-02-29T14:30,191.0008,192.1363,188.6873,189.8157,171163
2024-02-29T15:30,189.8157,190.6057,187.9782,188.7638,202514
2024-02-29T16:00,188.7638,189.3611,187.1582,187.7524,189367
2024-03-01T10:30,187.7524,189.2051,183.5247,184.9558,188003
2024-03-01T11:30,184.9558,185.3143,183.497,183.8534,128889
2024-03-01T12:30,183.8534,185.1045,183.248,184.497,198351
2024-03-01T13:30,184.497,185.2334,183.4633,184.1985,85000
2024-03-01T14:30,184.1985,184.229,182.8542,182.8845,187941
2024-03-01T15:30,182.8845,183.0891,181.764,181.9676,179262
2024-03-01T16:00,181.9676,186.4975,179.6685,184.1706,157628
2024-03-04T10:30,184.1706,185.1321,182.3419,183.2989,142303
2024-03-04T11:30,183.2989,187.2885,182.7637,186.7433,109691
2024-03-04T12:30,186.7433,188.9193,185.7081,187.8778,147320
2024-03-04T13:30,187.8778,189.8688,186.8757,188.8616,160744
2024-03-04T14:30,188.8616,192.14,188.249,191.5188,115089
2024-03-04T15:30,191.5188,192.986,190.3634,191.8288,146748
2024-03-04T16:00,191.8288,192.9449,191.4515,192.5662,181298
2024-03-05T10:30,192.5662,195.2595,192.3822,195.0731,121401
2024-03-05T11:30,195.0731,195.801,191.7491,192.4672,141014
2024-03-05T12:30,192.4672,197.0083,192.171,196.7056,126757
2024-03-05T13:30,196.7056,198.7819,195.1542,197.2264,117174
2024-03-05T14:30,197.2264,198.4083,196.6269,197.8071,125730
2024-03-05T15:30,197.8071,197.9991,196.7644,196.9555,235418
2024-03-05T16:00,196.9555,197.0865,194.8437,194.9733,151097
2024-03-06T10:30,194.9733,198.8499,193.4884,197.3469,104351
2024-03-06T11:30,197.3469,199.6733,195.8022,198.1225,118043
2024-03-06T12:30,198.1225,199.986,195.2017,197.0551,83553
2024-03-06T13:30,197.0551,197.4886,192.3743,192.7985,105845
2024-03-06T14:30,192.7985,193.4813,190.1922,190.8682,127541
2024-03-06T15:30,190.8682,192.09,188.6079,189.823,223871
2024-03-06T16:00,189.823,191.1847,189.7289,191.09,285606
2024-03-07T10:30,191.09,192.5475,187.6421,189.0844,100938
2024-03-07T11:30,189.0844,189.3145,188.7966,189.0266,112976
2024-03-07T12:30,189.0266,190.9089,187.8437,189.7217,172161
2024-03-07T13:30,189.7217,190.7816,188.5352,189.5943,130735
2024-03-07T14:30,189.5943,191.0335,189.0542,190.4908,134211
2024-03-07T15:30,190.4908,193.0222,189.2249,191.7479,189064
2024-03-07T16:00,191.7479,193.2278,191.6618,193.1412,258006
2024-03-08T10:30,193.1412,194.8804,190.1403,191.868,118801
2024-03-08T11:30,191.868,191.9909,189.0495,189.1707,101213
2024-03-08T12:30,189.1707,191.4189,188.5534,190.7963,107334
2024-03-08T13:30,190.7963,191.2278,186.8295,187.253,65465
2024-03-08T14:30,187.253,187.965,183.6373,184.3381,146048
2024-03-08T15:30,184.3381,186.047,183.4469,185.1519,177865
2024-03-08T16:00,185.1519,186.2454,184.0795,185.173,262121
2024-03-11T10:30,185.173,187.0392,184.9684,186.8328,120809
2024-03-11T11:30,186.8328,189.1622,184.9255,187.2506,112809
2024-03-11T12:30,187.2506,188.1884,185.0743,186.0058,111856
2024-03-11T13:30,186.0058,190.0152,185.4098,189.4083,104031
2024-03-11T14:30,189.4083,191.8575,188.083,190.5245,151207
2024-03-11T15:30,190.5245,191.2835,189.9082,190.6667,214329
2024-03-11T16:00,190.6667,192.3041,189.8133,191.4471,210977
2024-03-12T10:30,191.4471,194.0139,190.9348,193.4961,166807
2024-03-12T11:30,193.4961,195.9199,191.4883,193.9079,101007
2024-03-12T12:30,193.9079,197.5283,193.716,197.3331,101965
2024-03-12T13:30,197.3331,197.6491,196.0954,196.41,133424
2024-03-12T14:30,196.41,198.0356,195.8465,197.4692,119271
2024-03-12T15:30,197.4692,203.5183,195.7635,201.7754,200745
2024-03-12T16:00,201.7754,202.0035,201.6543,201.8824,209838
2024-03-13T10:30,201.8824,202.1422,199.6008,199.858,79070
2024-03-13T11:30,199.858,201.337,199.2113,200.6876,106345
2024-03-13T12:30,200.6876,205.1516,199.4576,203.902,83212
2024-03-13T13:30,203.902,205.4609,202.8344,204.3908,182814
2024-03-13T14:30,204.3908,205.4932,202.3881,203.4856,118850
2024-03-13T15:30,203.4856,204.3846,202.2674,203.1651,211883
2024-03-13T16:00,203.1651,204.665,198.5408,200.0175,254163
2024-03-14T10:30,200.0175,200.4133,198.4065,198.8,135775
2024-03-14T11:30,198.8,199.8973,198.253,199.3488,101452
2024-03-14T12:30,199.3488,200.5177,198.1589,199.3277,137468
2024-03-14T13:30,199.3277,200.0968,197.8538,198.6202,58871
2024-03-14T14:30,198.6202,202.6931,196.8924,200.9451,109604
2024-03-14T15:30,200.9451,202.2459,197.4511,198.7376,240606
2024-03-14T16:00,198.7376,199.0819,197.4972,197.8399,177900
2024-03-15T10:30,197.8399,198.8921,197.7639,198.8158,87072
2024-03-15T11:30,198.8158,201.3323,198.3249,200.8365,81316
2024-03-15T12:30,200.8365,202.3436,198.5077,200.0085,148420
2024-03-15T13:30,200.0085,200.3578,198.9942,199.3423,110728
2024-03-15T14:30,199.3423,203.9447,198.9616,203.556,133620
2024-03-15T15:30,203.556,205.9405,203.3129,205.6949,168712
2024-03-15T16:00,205.6949,205.7685,205.2487,205.3222,178332
2024-03-18T10:30,205.3222,206.9064,205.2689,206.8526,144120
2024-03-18T11:30,206.8526,206.934,206.6355,206.7168,72816
2024-03-18T12:30,206.7168,209.0124,206.3586,208.651,154006
2024-03-18T13:30,208.651,210.8297,200.6081,202.725,115884
2024-03-18T14:30,202.725,206.0808,201.6709,205.0148,139866
2024-03-18T15:30,205.0148,205.6542,202.2641,202.8969,290459
2024-03-18T16:00,202.8969,203.1175,202.3206,202.5408,223737
2024-03-19T10:30,202.5408,203.7308,202.3884,203.5777,131463
2024-03-19T11:30,203.5777,208.6212,203.5191,208.5611,126187
2024-03-19T12:30,208.5611,211.9607,207.4083,210.7955,161458
2024-03-19T13:30,210.7955,213.3907,209.5908,212.1781,180521
2024-03-19T14:30,212.1781,212.4991,209.4737,209.7911,99377
2024-03-19T15:30,209.7911,210.136,209.3434,209.6881,195057
2024-03-19T16:00,209.6881,212.3055,207.9962,210.6063,201611
2024-03-20T10:30,210.6063,211.6215,209.1113,210.1242,161557
2024-03-20T11:30,210.1242,210.7518,206.9715,207.5916,142991
2024-03-20T12:30,207.5916,209.0195,205.5819,207.0058,115581
2024-03-20T13:30,207.0058,207.4764,206.8267,207.297,120468
2024-03-20T14:30,207.297,208.7896,203.5911,205.0677,178773
2024-03-20T15:30,205.0677,206.0842,202.3606,203.3687,105068
2024-03-20T16:00,203.3687,204.714,200.7667,202.1037,271363
2024-03-21T10:30,202.1037,204.8881,201.4083,204.1855,210734
2024-03-21T11:30,204.1855,206.5659,203.8539,206.2309,64240
2024-03-21T12:30,206.2309,212.5081,204.7981,211.0418,79530
2024-03-21T13:30,211.0418,215.8442,208.4673,213.2429,169619
2024-03-21T14:30,213.2429,215.1188,212.6087,214.4809,148538
2024-03-21T15:30,214.4809,216.4512,214.1794,216.1473,184750
2024-03-21T16:00,216.1473,216.9621,215.23,216.0445,167802
2024-03-22T10:30,216.0445,216.1507,212.3451,212.4496,93723
2024-03-22T11:30,212.4496,212.6407,209.9604,210.1494,169947
2024-03-22T12:30,210.1494,213.7856,208.4992,212.1199,93698
2024-03-22T13:30,212.1199,215.2091,211.0779,214.157,113446
2024-03-22T14:30,214.157,216.4133,213.1202,215.3706,123203
2024-03-22T15:30,215.3706,216.0182,211.9093,212.5484,194981
2024-03-22T16:00,212.5484,213.0165,208.76,209.2208,179118
2024-03-25T10:30,209.2208,210.647,208.9865,210.4114,168768
2024-03-25T11:30,210.4114,211.1591,209.9597,210.7067,123725
2024-03-25T12:30,210.7067,211.9381,210.6552,211.8864,121223
2024-03-25T13:30,211.8864,212.5887,209.7382,210.4357,84507
2024-03-25T14:30,210.4357,215.514,209.1269,214.182,100913
2024-03-25T15:30,214.182,215.1403,211.729,212.6807,167204
2024-03-25T16:00,212.6807,216.1086,211.9645,215.3833,193002
2024-03-26T10:30,215.3833,217.6935,211.3324,213.6236,89174
2024-03-26T11:30,213.6236,214.9978,212.9467,214.3187,133078
2024-03-26T12:30,214.3187,214.4578,213.8151,213.954,121321
2024-03-26T13:30,213.954,214.9851,212.642,213.6718,208538
2024-03-26T14:30,213.6718,215.1352,211.0602,212.5158,117380
2024-03-26T15:30,212.5158,218.9785,211.6618,218.1021,271167
2024-03-26T16:00,218.1021,222.4393,217.4984,221.8253,207514
2024-03-27T10:30,221.8253,225.9284,221.4048,225.5009,114045
2024-03-27T11:30,225.5009,226.6451,223.089,224.2267,102020
